512.0 1.0 1.0 8.0 -4.0 8.0 8.0 -4.0 -4.0 1.0
515.0 59.0 50.0 -6.4 -9.98 -12.0 -2.0 -14.0 -6.0 1.0
518.0 1030.0 621.0 -1.0692431562 -0.024154589372 -16.0 17.0 -18.0 15.0 1.0
520.0 3.0 3.0 -11.6666666667 -2.33333333333 -12.0 -11.0 -3.0 -2.0 1.0
525.0 2.0 2.0 18.0 2.5 18.0 18.0 2.0 3.0 1.0
528.0 30.0 29.0 -2.06896551724 7.34482758621 -5.0 2.0 4.0 11.0 1.0
530.0 6.0 6.0 -3.5 7.5 -4.0 -3.0 6.0 9.0 1.0
531.0 1.0 1.0 -5.0 8.0 -5.0 -5.0 8.0 8.0 1.0
535.0 27.0 24.0 -3.58333333333 -13.4583333333 -7.0 -1.0 -15.0 -11.0 1.0
536.0 1.0 1.0 19.0 2.0 19.0 19.0 2.0 2.0 1.0
541.0 7.0 7.0 20.2857142857 3.42857142857 19.0 21.0 2.0 5.0 1.0
547.0 13.0 11.0 -4.0 11.8181818182 -6.0 -3.0 10.0 13.0 1.0
552.0 70.0 62.0 -0.258064516129 14.2258064516 -6.0 5.0 10.0 18.0 1.0
554.0 3.0 3.0 13.0 -1.0 13.0 13.0 -2.0 0.0 1.0
555.0 1.0 1.0 12.0 0.0 12.0 12.0 0.0 0.0 1.0
556.0 8.0 8.0 15.375 -1.0 14.0 17.0 -2.0 0.0 1.0
559.0 1.0 1.0 -5.0 -11.0 -5.0 -5.0 -11.0 -11.0 1.0
560.0 2.0 2.0 -5.0 -12.5 -5.0 -5.0 -13.0 -12.0 1.0
561.0 1.0 1.0 -6.0 -12.0 -6.0 -6.0 -12.0 -12.0 1.0
562.0 1.0 1.0 -6.0 -11.0 -6.0 -6.0 -11.0 -11.0 1.0
564.0 2.0 2.0 14.5 1.0 14.0 15.0 1.0 1.0 1.0
565.0 391.0 235.0 6.8085106383 2.77021276596 -4.0 15.0 -10.0 15.0 1.0
574.0 3.0 3.0 3.0 11.0 2.0 4.0 11.0 11.0 1.0
585.0 716.0 462.0 -0.0627705627706 -2.75108225108 -12.0 16.0 -19.0 14.0 1.0
586.0 1.0 1.0 11.0 -3.0 11.0 11.0 -3.0 -3.0 1.0
588.0 2.0 2.0 10.0 -4.5 10.0 10.0 -5.0 -4.0 1.0
589.0 21.0 18.0 7.44444444444 -1.27777777778 5.0 10.0 -3.0 2.0 1.0
590.0 108.0 90.0 1.13333333333 -10.4777777778 -8.0 8.0 -16.0 -6.0 1.0
592.0 207.0 123.0 13.6341463415 3.43089430894 8.0 19.0 -4.0 11.0 1.0
599.0 1.0 1.0 13.0 -2.0 13.0 13.0 -2.0 -2.0 1.0
600.0 32.0 27.0 11.0740740741 -2.40740740741 9.0 14.0 -7.0 2.0 1.0
601.0 6.0 6.0 13.5 -6.33333333333 12.0 15.0 -7.0 -6.0 1.0
605.0 2.0 2.0 14.0 -2.5 14.0 14.0 -3.0 -2.0 1.0
610.0 75.0 55.0 15.6909090909 -3.18181818182 12.0 19.0 -7.0 2.0 1.0
612.0 24.0 22.0 17.4090909091 -2.45454545455 15.0 20.0 -6.0 1.0 1.0
614.0 5.0 5.0 17.2 -2.4 17.0 18.0 -4.0 -1.0 0.0
614.0 5.0 5.0 -2.6 -10.2 -3.0 -2.0 -11.0 -9.0 0.0
614.0 1041.0 591.0 0.248730964467 -2.3282571912 -16.0 14.0 -20.0 17.0 0.0
614.0 68.0 63.0 12.380952381 2.30158730159 6.0 17.0 -5.0 6.0 0.0
614.0 79.0 66.0 -8.90909090909 1.19696969697 -14.0 -3.0 -2.0 6.0 0.0
615.0 4.0 4.0 -0.5 4.5 -1.0 0.0 4.0 5.0 0.0
615.0 86.0 75.0 -11.7333333333 -0.666666666667 -18.0 -5.0 -5.0 3.0 0.0
615.0 1.0 1.0 3.0 -3.0 3.0 3.0 -3.0 -3.0 0.0
622.0 5.0 5.0 -6.2 18.6 -7.0 -5.0 18.0 19.0 1.0
623.0 17.0 16.0 11.8125 2.4375 10.0 14.0 1.0 5.0 1.0
631.0 1160.0 603.0 3.42122719735 -1.6815920398 -15.0 20.0 -18.0 12.0 1.0
636.0 4.0 4.0 10.5 7.5 10.0 11.0 7.0 8.0 1.0
638.0 205.0 174.0 5.79885057471 5.67816091954 -3.0 13.0 -4.0 15.0 1.0
642.0 1.0 1.0 14.0 4.0 14.0 14.0 4.0 4.0 1.0
643.0 12.0 12.0 15.8333333333 2.41666666667 14.0 18.0 1.0 4.0 1.0
